latitud,longitud,barrio,cantidad_entregas,segmento
-34.419965,-58.690352,,3,baja
-34.544452,-58.528107,,2,baja
-34.749897,-58.284803,,1,baja
-34.652045,-58.42418,NUEVA POMPEYA,21,alta
-34.616446,-58.432664,CABALLITO,1,baja
-34.590721,-58.417247,PALERMO,13,alta
-34.738486,-58.475952,,1,baja
-34.59606,-58.379734,RETIRO,1,baja
-34.485109,-58.549114,,29,alta
-34.610454,-58.479384,VILLA SANTA RITA,13,alta
-34.645894,-58.524248,LINIERS,2,baja
-34.914785,-57.940251,,1,baja
-34.571431,-58.589427,,1,baja
-34.621301,-58.436531,CABALLITO,4,baja
-34.630779,-58.4422,PARQUE CHACABUCO,1,baja
-34.734055,-58.268052,,1,baja
-34.599973,-58.413972,ALMAGRO,3,baja
-34.614414,-58.566428,,2,baja
-34.720925,-58.252782,,1,baja
-34.64313,-58.49744,VILLA LURO,2,baja
-34.63193,-58.5048,VILLA LURO,1,baja
-34.626321,-58.496464,VELEZ SARSFIELD,2,baja
-34.407997,-58.609593,,2,baja
-34.577849,-58.438114,PALERMO,1,baja
-34.542943,-58.694502,,1,baja
-34.916446,-57.95202,,4,baja
-34.789075,-58.425503,,6,media
-34.681141,-58.470598,VILLA LUGANO,2,baja
-34.528427,-58.497995,,2,baja
-34.646824,-58.50088,MATADEROS,2,baja
-34.60639,-58.5721,,2,baja
-34.52881,-58.57432,,2,baja
-34.758366,-58.283295,,1,baja
-34.589731,-58.423206,PALERMO,2,baja
-34.61056,-58.464605,VILLA GRAL. MITRE,1,baja
-34.660801,-58.364978,,1,baja
-34.63059,-58.539887,,2,baja
-34.485298,-58.55031,,3,baja
-34.501393,-58.636306,,1,baja
-34.656803,-58.516153,MATADEROS,8,media
-34.567787,-58.455045,COLEGIALES,2,baja
-34.578498,-58.413451,PALERMO,4,baja
-34.935219,-57.963155,,1,baja
-34.549644,-58.455863,NUÑEZ,2,baja
-34.647161,-58.788956,,1,baja
-34.575834,-58.476993,VILLA URQUIZA,2,baja
-34.573731,-58.489675,VILLA URQUIZA,2,baja
-34.551058,-58.449909,BELGRANO,4,baja
-34.744051,-58.394466,,5,media
-34.613393,-58.440923,CABALLITO,2,baja
-34.599459,-58.402351,BALVANERA,1,baja
-34.589035,-58.491735,AGRONOMIA,3,baja
-34.63725,-58.48069,VELEZ SARSFIELD,1,baja
-34.697925,-58.329658,,34,alta
-34.606041,-58.584098,,1,baja
-34.672296,-58.353196,,2,baja
-34.61973,-58.384538,CONSTITUCION,2,baja
-34.64049,-58.512111,LINIERS,2,baja
-34.587259,-58.475223,PARQUE CHAS,3,baja
-34.446854,-58.631348,,1,baja
-34.829314,-58.382079,,2,baja
-34.569105,-58.451417,COLEGIALES,44,alta
-34.592423,-58.402971,RECOLETA,2,baja
-34.662654,-58.579071,,1,baja
-34.613808,-58.427749,ALMAGRO,2,baja
-34.60272,-58.527751,,1,baja
-34.623767,-58.431782,CABALLITO,16,alta
-34.941913,-57.931293,,1,baja
-34.56194,-58.463938,BELGRANO,2,baja
-34.590907,-58.511752,VILLA DEVOTO,1,baja
-34.58226,-58.51318,VILLA PUEYRREDON,2,baja
-34.572509,-58.745557,,3,baja
-34.698091,-58.400729,,10,alta
-34.632621,-58.523023,VERSALLES,2,baja
-34.584858,-58.441369,PALERMO,2,baja
-34.648313,-58.413716,NUEVA POMPEYA,1,baja
-34.61658,-58.41229,BALVANERA,2,baja
-34.479645,-58.644218,,1,baja
-34.629132,-58.426096,BOEDO,1,baja
-34.638196,-58.59175,,2,baja
-34.593374,-58.378865,RETIRO,2,baja
-34.606868,-58.408726,BALVANERA,5,media
-34.748272,-58.400792,,35,alta
-34.63913,-58.57671,,2,baja
-34.663412,-58.534556,,2,baja
-34.46861,-58.735809,,3,baja
-34.47445,-58.56147,,2,baja
-34.593776,-58.399436,RECOLETA,3,baja
-34.599483,-58.556408,,1,baja
-34.631397,-58.511883,VILLA LURO,2,baja
-34.646786,-58.472054,PARQUE AVELLANEDA,2,baja
-34.605755,-58.482749,VILLA DEL PARQUE,2,baja
-34.591417,-58.516863,VILLA DEVOTO,2,baja
-34.551168,-58.457024,NUÑEZ,1,baja
-34.564767,-58.46891,BELGRANO,1,baja
-34.725005,-58.581727,,1,baja
-34.64636,-58.36595,BOCA,2,baja
-34.615919,-58.452095,CABALLITO,1,baja
-34.625243,-58.454023,CABALLITO,19,alta
-34.572562,-58.499639,VILLA URQUIZA,1,baja
-34.671796,-58.425986,,1,baja
-34.60567,-58.415406,ALMAGRO,2,baja
-34.604763,-58.484644,VILLA DEL PARQUE,19,alta
-34.54612,-58.519371,,2,baja
-34.595692,-58.443551,VILLA CRESPO,2,baja
-34.60488,-58.457577,CABALLITO,2,baja
-34.580588,-58.600677,,2,baja
-34.600604,-58.431331,VILLA CRESPO,17,alta
-34.814784,-58.256121,,1,baja
-34.583161,-58.482548,PARQUE CHAS,2,baja
-34.697721,-58.671085,,3,baja
-34.568392,-58.455402,COLEGIALES,1,baja
-34.566811,-58.544647,,1,baja
-34.783282,-58.253997,,4,baja
-34.603684,-58.381559,SAN NICOLAS,2,baja
-34.613903,-58.401242,BALVANERA,2,baja
-34.551167,-58.477207,SAAVEDRA,2,baja
-34.617795,-58.424688,ALMAGRO,2,baja
-34.672114,-58.404975,,4,baja
-34.450678,-58.658259,,2,baja
-34.611874,-58.481846,VILLA SANTA RITA,2,baja
-34.6322,-58.524958,VERSALLES,1,baja
-34.950394,-57.938415,,5,media
-34.680611,-58.512901,,2,baja
-34.703807,-58.382135,,4,baja
-34.527854,-58.753424,,1,baja
-34.620486,-58.443282,CABALLITO,1,baja
-34.610058,-58.412954,BALVANERA,1,baja
-34.479538,-58.706419,,1,baja
-34.65982,-58.51346,MATADEROS,1,baja
-34.654792,-58.602132,,3,baja
-34.791686,-58.168175,,1,baja
-34.641285,-58.617837,,2,baja
-34.540439,-58.468896,NUÑEZ,2,baja
-34.426738,-58.576675,,2,baja
-34.606814,-58.44321,CABALLITO,1,baja
-34.657949,-58.477101,PARQUE AVELLANEDA,3,baja
-34.893812,-58.025254,,9,media
-34.636176,-58.531377,,2,baja
-34.578591,-58.427746,PALERMO,1,baja
-34.66907,-58.356326,,1,baja
-34.681077,-58.359538,,1,baja
-34.606099,-58.398474,BALVANERA,1,baja
-34.498439,-58.500912,,3,baja
-34.59899,-58.46573,PATERNAL,1,baja
-34.545016,-58.722997,,2,baja
-34.574377,-58.485158,VILLA URQUIZA,2,baja
-34.583531,-58.410675,PALERMO,2,baja
-34.647976,-58.485863,PARQUE AVELLANEDA,2,baja
-34.607556,-58.447,CABALLITO,1,baja
-34.563277,-58.442904,BELGRANO,2,baja
-34.641566,-58.641384,,1,baja
-34.63184,-58.428559,PARQUE CHACABUCO,2,baja
-34.609517,-58.419498,ALMAGRO,1,baja
-34.608849,-58.425952,ALMAGRO,1,baja
-34.442758,-58.565392,,8,media
-34.733498,-58.417244,,1,baja
-34.817583,-58.296486,,2,baja
-34.580042,-58.507577,VILLA PUEYRREDON,3,baja
-34.61053,-58.51249,VILLA DEVOTO,2,baja
-34.606893,-58.482566,VILLA DEL PARQUE,1,baja
-34.497958,-58.575577,,2,baja
-34.646384,-58.54914,,1,baja
-34.49725,-58.496094,,2,baja
-34.616094,-58.367663,SAN TELMO,1,baja
-34.763134,-58.277925,,1,baja
-34.724178,-58.266565,,3,baja
-34.56707,-58.52292,,2,baja
-34.703361,-58.323545,,1,baja
-34.649373,-58.495311,MATADEROS,2,baja
-34.545379,-58.471753,SAAVEDRA,2,baja
-34.585939,-58.50465,VILLA PUEYRREDON,2,baja
-34.767736,-58.323202,,2,baja
-34.61876,-58.400335,SAN CRISTOBAL,3,baja
-34.629289,-58.464928,FLORES,2,baja
-34.70961,-58.74402,,4,baja
-34.616019,-58.501745,MONTE CASTRO,16,alta
-34.614856,-58.485752,VILLA SANTA RITA,5,media
-34.570104,-58.492775,VILLA URQUIZA,1,baja
-34.599153,-58.402129,RECOLETA,1,baja
-34.653453,-58.379759,BARRACAS,1,baja
-34.731732,-58.536453,,9,media
-34.528588,-58.560582,,1,baja
-34.685735,-58.510513,,1,baja
-34.497165,-58.575266,,17,alta
-34.646778,-58.591279,,2,baja
-34.671214,-58.487083,VILLA LUGANO,2,baja
-34.60751,-58.489095,VILLA DEL PARQUE,1,baja
-34.624634,-58.626925,,4,baja
-34.512814,-58.503571,,2,baja
-34.791114,-58.421198,,1,baja
-34.492584,-58.523418,,1,baja
-34.748428,-58.330987,,1,baja
-34.627692,-58.501378,VELEZ SARSFIELD,1,baja
-34.59761,-58.40651,RECOLETA,3,baja
-34.590455,-58.412955,PALERMO,1,baja
-34.643009,-58.408711,PARQUE PATRICIOS,3,baja
-34.638247,-58.594952,,2,baja
-34.598853,-58.410304,BALVANERA,2,baja
-34.578966,-58.473788,VILLA ORTUZAR,2,baja
-34.530048,-58.492766,,2,baja
-34.588679,-58.482671,PARQUE CHAS,2,baja
-34.588547,-58.4028,RECOLETA,1,baja
-34.57734,-58.43638,PALERMO,1,baja
-34.656819,-58.634526,,1,baja
-34.538791,-58.483672,,1,baja
-34.569443,-58.441523,PALERMO,2,baja
-34.744602,-58.303829,,1,baja
-34.61617,-58.3774,MONSERRAT,2,baja
-34.55423,-58.565633,,1,baja
-34.615467,-58.453065,CABALLITO,2,baja
-34.581721,-58.584741,,2,baja
-34.588497,-58.405944,RECOLETA,1,baja
-34.811259,-58.348218,,3,baja
-34.64697,-58.48823,PARQUE AVELLANEDA,2,baja
-34.573205,-58.489433,VILLA URQUIZA,2,baja
-34.599601,-58.416002,ALMAGRO,1,baja
-34.626206,-58.499646,VELEZ SARSFIELD,3,baja
-34.748904,-58.324954,,2,baja
-34.643172,-58.499869,VILLA LURO,2,baja
-34.804233,-58.374255,,2,baja
-34.61052,-58.39422,BALVANERA,2,baja
-34.932353,-57.931251,,1,baja
-34.666458,-58.36141,,1,baja
-34.686325,-58.615322,,1,baja
-34.593369,-58.412652,RECOLETA,2,baja
-34.601025,-58.417046,ALMAGRO,1,baja
-34.793285,-58.420899,,8,media
-34.795805,-58.191595,,3,baja
-34.915188,-57.966604,,1,baja
-34.62074,-58.438444,CABALLITO,3,baja
-34.772148,-58.254428,,1,baja
-34.602631,-58.489074,VILLA DEL PARQUE,1,baja
-34.778701,-58.262109,,2,baja
-34.577707,-58.506106,VILLA PUEYRREDON,1,baja
-34.746874,-58.375511,,24,alta
-34.4349,-58.564113,,2,baja
-34.686497,-58.465872,VILLA LUGANO,2,baja
-34.550788,-58.551101,,2,baja
-34.620569,-58.468603,FLORES,3,baja
-34.592178,-58.410544,RECOLETA,5,media
-34.555816,-58.463479,NUÑEZ,1,baja
-34.455173,-58.553768,,2,baja
-34.799893,-58.26621,,2,baja
-34.776189,-58.649852,,1,baja
-34.603491,-58.40543,BALVANERA,3,baja
-34.483709,-58.828975,,1,baja
-34.500066,-58.667697,,1,baja
-34.68898,-58.365632,,3,baja
-34.56812,-58.692498,,1,baja
-34.62444,-58.47932,FLORESTA,3,baja
-34.496564,-58.620003,,2,baja
-34.549396,-58.47099,SAAVEDRA,2,baja
-34.601805,-58.568243,,1,baja
-34.600372,-58.517866,VILLA DEVOTO,3,baja
-34.605993,-58.499285,VILLA DEL PARQUE,1,baja
-34.602016,-58.421621,ALMAGRO,2,baja
-34.645436,-58.547184,,2,baja
-34.56369,-58.45815,BELGRANO,2,baja
-34.604481,-58.404794,BALVANERA,2,baja
-34.616291,-58.467445,VILLA GRAL. MITRE,2,baja
-34.727405,-58.559432,,1,baja
-34.389152,-58.732495,,2,baja
-34.595369,-58.503664,VILLA DEVOTO,2,baja
-34.63359,-58.466792,FLORES,2,baja
-34.607244,-58.39893,BALVANERA,2,baja
-34.75443,-58.205849,,2,baja
-34.612877,-58.363091,PUERTO MADERO,1,baja
-34.61736,-58.38743,MONSERRAT,2,baja
-34.59347,-58.415498,PALERMO,1,baja
-34.759232,-58.271858,,10,alta
-34.860345,-58.537186,,1,baja
-34.598851,-58.549982,,15,alta
-34.582201,-58.411147,PALERMO,2,baja
-34.473,-58.59174,,2,baja
-34.496214,-58.615543,,4,baja
-34.701305,-58.30906,,16,alta
-34.497273,-58.556934,,2,baja
-34.573164,-58.536924,,2,baja
-34.604811,-58.626792,,9,media
-34.660251,-58.491058,MATADEROS,2,baja
-34.638915,-58.398144,PARQUE PATRICIOS,1,baja
-34.626746,-58.397922,SAN CRISTOBAL,6,media
-34.466857,-58.639886,,6,media
-34.514126,-58.494133,,18,alta
-34.748134,-58.23332,,1,baja
-34.29989,-58.771498,,8,media
-34.542243,-58.488807,,3,baja
-34.570227,-58.490644,VILLA URQUIZA,2,baja
-34.796254,-58.381862,,2,baja
-34.575116,-58.556619,,2,baja
-34.71916,-58.30506,,1,baja
-34.781129,-58.241151,,1,baja
-34.624873,-58.43555,CABALLITO,3,baja
-34.46921,-58.64782,,2,baja
-34.568736,-58.505694,VILLA URQUIZA,2,baja
-34.593446,-58.469492,PATERNAL,1,baja
-34.626943,-58.38602,CONSTITUCION,1,baja
-34.802773,-58.290223,,10,alta
-34.732238,-58.258649,,4,baja
-34.727669,-58.404474,,1,baja
-34.58558,-58.417979,PALERMO,2,baja
-34.655955,-58.585698,,1,baja
-34.72215,-58.26108,,1,baja
-34.388816,-58.830371,,2,baja
-34.518181,-58.473571,,3,baja
-34.697011,-58.413017,,19,alta
-34.715539,-58.361583,,1,baja
-34.654409,-58.497048,MATADEROS,3,baja
-34.515565,-58.71819,,1,baja
-34.666164,-58.593503,,1,baja
-34.615176,-58.595892,,1,baja
-34.645997,-58.529956,,2,baja
-34.586992,-58.668109,,2,baja
-34.721334,-58.327133,,1,baja
-34.511097,-58.492043,,1,baja
-34.494994,-58.496064,,33,alta
-34.796739,-58.170395,,2,baja
-34.639414,-58.59472,,2,baja
-34.767552,-58.180169,,1,baja
-34.64207,-58.49402,VILLA LURO,1,baja
-34.469894,-58.549149,,1,baja
-34.589877,-58.407543,RECOLETA,1,baja
-34.481431,-58.614502,,2,baja
-34.683044,-58.463219,VILLA LUGANO,3,baja
-34.590553,-58.392665,RECOLETA,2,baja
-34.70305,-58.68787,,2,baja
-34.652597,-58.481378,PARQUE AVELLANEDA,4,baja
-34.568125,-58.497389,VILLA URQUIZA,1,baja
-34.634213,-58.476259,FLORESTA,4,baja
-34.64381,-58.45176,FLORES,2,baja
-34.39325,-58.651843,,2,baja
-34.720797,-58.329381,,2,baja
-34.683924,-58.543275,,3,baja
-34.622152,-58.466318,FLORES,1,baja
-34.648069,-58.563138,,1,baja
-34.41803,-58.773515,,3,baja
-34.835779,-58.378798,,2,baja
-34.730586,-58.527724,,22,alta
-34.565695,-58.470449,BELGRANO,2,baja
-34.88705,-58.091457,,1,baja
-34.774555,-58.333158,,1,baja
-34.732663,-58.52459,,2,baja
-34.571304,-58.607783,,1,baja
-34.703272,-58.301022,,1,baja
-34.652193,-58.666921,,9,media
-34.633131,-58.448911,PARQUE CHACABUCO,1,baja
-34.595904,-58.395651,RECOLETA,6,media
-34.762001,-58.211296,,1,baja
-34.638696,-58.560364,,1,baja
-34.772453,-58.315547,,1,baja
-34.798252,-58.412688,,1,baja
-34.714367,-58.26397,,7,media
-34.670449,-58.526444,,10,alta
-34.665997,-58.545164,,1,baja
-34.58612,-58.4763,PARQUE CHAS,2,baja
-34.605392,-58.48251,VILLA DEL PARQUE,34,alta
-34.729974,-58.351827,,1,baja
-34.620234,-58.460349,FLORES,2,baja
-34.561247,-58.468421,COGHLAN,1,baja
-34.628012,-58.508956,VILLA LURO,1,baja
-34.621505,-58.381618,CONSTITUCION,1,baja
-34.741746,-58.39402,,1,baja
-34.781163,-58.338369,,3,baja
-34.506038,-58.563393,,16,alta
-34.626429,-58.37673,CONSTITUCION,3,baja
-34.718008,-58.276044,,22,alta
-34.652774,-58.545492,,2,baja
-34.607208,-58.415597,ALMAGRO,2,baja
-34.62993,-58.45196,FLORES,1,baja
-34.645017,-58.493534,PARQUE AVELLANEDA,1,baja
-34.682877,-58.359386,,19,alta
-34.646645,-58.565966,,16,alta
-34.587306,-58.442861,CHACARITA,1,baja
-34.699374,-58.498873,,5,media
-34.75384,-58.383762,,1,baja
-34.621549,-58.431092,CABALLITO,2,baja
-34.661226,-58.363899,,4,baja
-34.62545,-58.630919,,2,baja
-34.647085,-58.373248,BARRACAS,2,baja
-34.60651,-58.392795,BALVANERA,1,baja
-34.528015,-58.511456,,2,baja
-34.61096,-58.43056,CABALLITO,2,baja
-34.661079,-58.373932,,1,baja
-34.567458,-58.486351,VILLA URQUIZA,2,baja
-34.445396,-58.56561,,2,baja
-34.633283,-58.530682,,3,baja
-34.575017,-58.419188,PALERMO,1,baja
-34.56333,-58.49522,VILLA URQUIZA,1,baja
-34.729213,-58.400747,,17,alta
-34.596536,-58.425097,PALERMO,2,baja
-34.404054,-58.604261,,1,baja
-34.591719,-58.597093,,2,baja
-34.631179,-58.462531,FLORES,1,baja
-34.586595,-58.387725,RECOLETA,2,baja
-34.613273,-58.46909,VILLA GRAL. MITRE,2,baja
-34.568552,-58.443342,PALERMO,2,baja
-34.69783,-58.668108,,1,baja
-34.62023,-58.46122,FLORES,2,baja
-34.56938,-58.447568,COLEGIALES,2,baja
-34.627086,-58.465509,FLORES,2,baja
-34.462526,-58.630805,,2,baja
-34.725273,-58.273645,,1,baja
-34.593073,-58.419186,PALERMO,1,baja
-34.555665,-58.465622,NUÑEZ,1,baja
-34.687651,-58.590207,,2,baja
-34.457519,-58.7815,,2,baja
-34.612876,-58.3759,MONSERRAT,2,baja
-34.656145,-58.350003,,1,baja
-34.579272,-58.408079,PALERMO,2,baja
-34.851498,-58.663104,,2,baja
-34.57227,-58.488454,VILLA URQUIZA,1,baja
-34.578661,-58.414127,PALERMO,2,baja
-34.627643,-58.626012,,2,baja
-34.612581,-58.460256,VILLA GRAL. MITRE,2,baja
-34.576164,-58.602102,,9,media
-34.85377,-58.521388,,1,baja
-34.547361,-58.736359,,5,media
-34.683724,-58.555921,,9,media
-34.940577,-57.968586,,3,baja
-34.81561,-58.272674,,2,baja
-34.957202,-57.970714,,1,baja
-34.581754,-58.513302,VILLA PUEYRREDON,2,baja
-34.731786,-58.259145,,2,baja
-34.557661,-58.484352,SAAVEDRA,7,media
-34.64366,-58.533176,,1,baja
-34.622984,-58.435754,CABALLITO,2,baja
-34.619755,-58.437015,CABALLITO,1,baja
-34.528165,-58.515086,,1,baja
-34.619912,-58.404061,SAN CRISTOBAL,2,baja
-34.572341,-58.442809,COLEGIALES,2,baja
-34.720328,-58.43874,,3,baja
-34.595446,-58.413781,RECOLETA,1,baja
-34.629768,-58.523034,VERSALLES,7,media
-34.742205,-58.400861,,18,alta
-34.680234,-58.509676,,2,baja
-34.63249,-58.42057,BOEDO,2,baja
-34.644683,-58.66943,,5,media
-34.590834,-58.516473,VILLA DEVOTO,2,baja
-34.446854,-58.631349,,2,baja
-34.766174,-58.395867,,2,baja
-34.596579,-58.41493,RECOLETA,2,baja
-34.617145,-58.490758,VILLA SANTA RITA,4,baja
-34.806226,-58.290232,,5,media
-34.562606,-58.465936,BELGRANO,1,baja
-34.583493,-58.759345,,1,baja
-34.576117,-58.489276,VILLA URQUIZA,2,baja
-34.603655,-58.435615,VILLA CRESPO,1,baja
-34.527753,-58.504229,,2,baja
-34.537629,-58.582522,,2,baja
-34.620023,-58.438716,CABALLITO,3,baja
-34.470829,-58.52861,,3,baja
-34.697709,-58.674056,,1,baja
-34.659953,-58.620067,,2,baja
-34.484052,-58.506942,,2,baja
-34.608276,-58.480171,VILLA GRAL. MITRE,1,baja
-34.617036,-58.594622,,3,baja
-34.643616,-58.364963,BOCA,1,baja
-34.79626,-58.211186,,1,baja
-34.699823,-58.744307,,2,baja
-34.573101,-58.431757,PALERMO,1,baja
-34.773953,-58.364993,,1,baja
-34.778836,-58.294497,,2,baja
-34.640524,-58.573779,,2,baja
-34.550194,-58.468575,NUÑEZ,3,baja
-34.61681,-58.42195,ALMAGRO,1,baja
-34.798487,-58.412821,,2,baja
-34.642054,-58.559873,,5,media
-34.558937,-58.454464,BELGRANO,3,baja
-34.735292,-58.272461,,1,baja
-34.46405,-58.65077,,1,baja
-34.424892,-58.7138,,3,baja
-34.558925,-58.463156,BELGRANO,1,baja
-34.608252,-58.42528,ALMAGRO,2,baja
-34.656345,-58.56898,,1,baja
-34.654163,-58.350857,,3,baja
-34.69201,-58.574768,,6,media
-34.489149,-58.614749,,2,baja
-34.547368,-58.480055,SAAVEDRA,2,baja
-34.601789,-58.397154,BALVANERA,3,baja
-34.73013,-58.250894,,2,baja
-34.592363,-58.541684,,1,baja
-34.655292,-58.514599,MATADEROS,2,baja
-34.580372,-58.434107,PALERMO,1,baja
-34.628382,-58.437401,CABALLITO,1,baja
-34.631181,-58.495354,VELEZ SARSFIELD,1,baja
-34.59959,-58.45613,VILLA CRESPO,3,baja
-34.575017,-58.487332,VILLA URQUIZA,2,baja
-34.601428,-58.387713,SAN NICOLAS,2,baja
-34.597476,-58.558493,,3,baja
-34.464108,-58.787976,,1,baja
-34.714315,-58.272995,,1,baja
-34.605392,-58.447404,VILLA CRESPO,5,media
-34.687571,-58.571373,,1,baja
-34.708797,-58.519826,,2,baja
-34.66847,-58.614151,,1,baja
-34.582137,-58.44322,PALERMO,17,alta
-34.528635,-58.533125,,5,media
-34.581964,-58.413346,PALERMO,1,baja
-34.59432,-58.452398,CHACARITA,1,baja
-34.603725,-58.435764,VILLA CRESPO,3,baja
-34.627015,-58.458873,FLORES,30,alta
-34.66541,-58.56009,,2,baja
-34.631858,-58.441369,PARQUE CHACABUCO,2,baja
-34.565777,-58.438773,PALERMO,2,baja
-34.332251,-58.753197,,4,baja
-34.606766,-58.415887,ALMAGRO,2,baja
-34.583809,-58.505267,VILLA PUEYRREDON,1,baja
-34.402319,-58.654731,,3,baja
-34.812697,-58.496642,,3,baja
-34.622746,-58.465785,FLORES,1,baja
-34.725476,-58.273975,,2,baja
-34.7235,-58.366522,,2,baja
-34.555311,-58.438556,BELGRANO,3,baja
-34.595173,-58.596134,,1,baja
-34.612405,-58.407483,BALVANERA,2,baja
-34.442495,-58.539876,,3,baja
-34.663769,-58.365428,,4,baja
-34.57529,-58.45848,COLEGIALES,2,baja
-34.554582,-58.45556,BELGRANO,1,baja
-34.575941,-58.501084,VILLA PUEYRREDON,1,baja
-34.598429,-58.385165,RETIRO,1,baja
-34.548653,-58.482032,SAAVEDRA,1,baja
-34.76301,-58.384522,,1,baja
-34.478647,-58.758194,,2,baja
-34.803081,-58.240348,,2,baja
-34.500708,-58.640912,,3,baja
-34.624304,-58.383211,CONSTITUCION,2,baja
-34.692371,-58.515979,,3,baja
-34.604886,-58.487655,VILLA DEL PARQUE,4,baja
-34.599954,-58.41396,ALMAGRO,10,alta
-34.681301,-58.564282,,1,baja
-34.692952,-58.483814,,2,baja
-34.66264,-58.6962,,2,baja
-34.476269,-58.692761,,2,baja
-34.67957,-58.497951,,2,baja
-34.767692,-58.326133,,3,baja
-34.416095,-58.681292,,1,baja
-34.713104,-58.274992,,3,baja
-34.60718,-58.400762,BALVANERA,1,baja
-34.562851,-58.478165,COGHLAN,2,baja
-34.575136,-58.440465,PALERMO,3,baja
-34.701296,-58.371923,,1,baja
-34.602034,-58.508313,VILLA DEVOTO,1,baja
-34.617326,-58.390441,MONSERRAT,1,baja
-34.617537,-58.513032,MONTE CASTRO,2,baja
-34.694658,-58.56137,,2,baja
-34.590173,-58.385131,RETIRO,1,baja
-34.745551,-58.390699,,1,baja
-34.720079,-58.360856,,1,baja
-34.628343,-58.593939,,3,baja
-34.697763,-58.429545,,1,baja
-34.60314,-58.424039,ALMAGRO,2,baja
-34.683132,-58.556322,,1,baja
-34.760738,-58.233245,,1,baja
-34.628543,-58.466417,FLORES,2,baja
-34.616336,-58.45383,CABALLITO,1,baja
-34.495106,-58.51976,,1,baja
-34.598983,-58.536283,,2,baja
-34.538644,-58.46641,NUÑEZ,1,baja
-34.64436,-58.49233,PARQUE AVELLANEDA,2,baja
-34.70557,-58.570639,,1,baja
-34.55822,-58.48225,SAAVEDRA,2,baja
-34.58147,-58.490523,VILLA URQUIZA,2,baja
-34.58325,-58.44315,PALERMO,2,baja
-34.637292,-58.439207,PARQUE CHACABUCO,1,baja
-34.75653,-58.21325,,1,baja
-34.559046,-58.444597,BELGRANO,2,baja
-34.82198,-58.419234,,2,baja
-34.570371,-58.495362,VILLA URQUIZA,9,media
-34.508528,-58.477583,,3,baja
-34.566113,-58.465823,BELGRANO,2,baja
-34.484746,-58.488627,,4,baja
-34.619418,-58.619883,,2,baja
-34.600146,-58.463591,PATERNAL,1,baja
-34.603561,-58.4601,PATERNAL,5,media
-34.709745,-58.5117,,2,baja
-34.603324,-58.425659,ALMAGRO,2,baja
-34.564516,-58.450153,BELGRANO,2,baja
-34.621715,-58.418166,BOEDO,9,media
-34.610778,-58.482687,VILLA SANTA RITA,2,baja
-34.632681,-58.508741,VILLA LURO,2,baja
-34.670012,-58.356917,,1,baja
-34.536523,-58.48235,,3,baja
-34.586533,-58.500326,VILLA PUEYRREDON,3,baja
-34.585229,-58.52571,,1,baja
-34.691195,-58.465268,VILLA RIACHUELO,17,alta
-34.585218,-58.412546,PALERMO,2,baja
-34.622712,-58.404882,SAN CRISTOBAL,2,baja
-34.605775,-58.474609,VILLA GRAL. MITRE,2,baja
-34.56561,-58.46247,BELGRANO,2,baja
-34.555499,-58.475761,COGHLAN,7,media
-34.709964,-58.576744,,5,media
-34.610243,-58.520533,VILLA DEVOTO,1,baja
-34.577887,-58.41211,PALERMO,3,baja
-34.663395,-58.660255,,1,baja
-34.542204,-58.488822,,3,baja
-34.59493,-58.434879,VILLA CRESPO,1,baja
-34.619355,-58.42962,CABALLITO,2,baja
-34.592611,-58.430038,PALERMO,1,baja
-34.493999,-58.525571,,1,baja
-34.585427,-58.438939,PALERMO,1,baja
-34.61471,-58.84473,,2,baja
-34.588692,-58.409648,RECOLETA,1,baja
-34.676627,-58.535617,,4,baja
-34.894,-57.97451,,1,baja
-34.619472,-58.427723,ALMAGRO,2,baja
-34.819154,-58.342346,,4,baja
-34.636248,-58.499599,VILLA LURO,3,baja
-34.619187,-58.400194,SAN CRISTOBAL,1,baja
-34.563024,-58.451377,BELGRANO,3,baja
-34.62714,-58.47456,FLORES,1,baja
-34.615187,-58.425876,ALMAGRO,1,baja
-34.720511,-58.372336,,34,alta
-34.612089,-58.413828,ALMAGRO,8,media
-34.581133,-58.489291,VILLA URQUIZA,1,baja
-34.42318,-58.682395,,1,baja
-34.779009,-58.231509,,2,baja
-34.819063,-58.395557,,2,baja
-34.608302,-58.513437,VILLA DEVOTO,1,baja
-34.551182,-58.442595,BELGRANO,10,alta
-34.521198,-58.525541,,15,alta
-34.648443,-58.682092,,1,baja
-34.589049,-58.407623,RECOLETA,2,baja
-34.649899,-58.506643,MATADEROS,1,baja
-34.54929,-58.721146,,2,baja
-34.587344,-58.395892,RECOLETA,3,baja
-34.646986,-58.506517,LINIERS,1,baja
-34.725599,-58.254896,,1,baja
-34.68245,-58.46707,VILLA LUGANO,3,baja
-34.586943,-58.407077,RECOLETA,2,baja
-34.57023,-58.50141,VILLA URQUIZA,41,alta
-34.659562,-58.537847,,5,media
-34.539347,-58.465759,NUÑEZ,3,baja
-34.584166,-58.414867,PALERMO,1,baja
-34.69696,-58.667455,,1,baja
-34.738034,-58.253497,,1,baja
-34.368937,-58.82293,,5,media
-34.59406,-58.380522,RETIRO,3,baja
-34.681682,-58.477326,VILLA LUGANO,2,baja
-34.630133,-58.398326,PARQUE PATRICIOS,2,baja
-34.920286,-57.94789,,1,baja
-34.721335,-58.263728,,13,alta
-34.572436,-58.480633,VILLA URQUIZA,2,baja
